Paper_ID,Material,Substrate,Method,Gas_Mixture_Std,Power_W,Working_Pressure_Pa,Base_Pressure_Pa,Temperature_C,Thickness_nm
10.1007_s00339-023-06839-z,Zn(1-x)Sn(x)O (TZO) and ZrO2,Glass,DC magnetron reactive sputtering,Ar/O2,"[35.0, 6.0, 100.0]",0.9,0.0009800000000000002,"[25.0, 100.0]","[30.0, 120.0, 120.0]"
10.1007_s00339-023-07044-8,Silver/zinc oxide (Ag@ZnO),Cellulose acetate (CA) fibers,Reactive direct current (DC) magnetron sputtering,Ar/O2,"[100.0, 50.0]","[1.3, 1.7]",0.00013000000000000002,26.850000000000023,200.0
10.1007_s00339-023-07089-9,TiO2,Thermally oxidized n-type Si wafers,RF magnetron sputtering,Ar/O2,"[100.0, 200.0, 300.0]",,0.00039999999999999996,600.0,4.0
10.1007_s00339-023-07090-2,Nickel oxide (NiO),Indium tin oxide (ITO) coated glass substrate,Direct current (DC) magnetron sputtering,Ar/O2,,0.0007999319999999999,5.332879999999999e-07,,105.0
10.1007_s00339-023-07102-1,Copper oxide (Cu2O and CuO),(111)-oriented MgO,DC magnetron sputtering,Ar,60.0,169.31894,0.533288,400.0,100.0
10.1007_s00339-023-07134-7,WO3-x and Ag-WO3-x,Si/SiO2,DC reactive magnetron sputtering,Ar/O2,40.0,,0.00039999999999999996,500.0,350.0
10.1007_s00339-024-07316-x,Indium oxynitride (InON),Indium tin oxide (ITO) glass,Direct current (DC) magnetron sputtering,Ar/N2,40.0,0.8,0.0008500000000000001,20.0,277.0
10.1007_s00339-024-07881-1,Ta2O5,"Silicon [p-type, (100), 1-10 Ω cm]",RF magnetron sputtering,Ar/O2,150.0,1.0,0.00030000000000000003,600.0,50.0
10.1007_s00339-024-07921-w,ZnO,glass substrate,radio-frequency (RF) magnetron sputtering,Ar/O2,80.0,3.99966,,450.0,167.0
10.1007_s00339-024-07962-1,Ru-doped VO2,Quartz glass,DC and RF magnetron co-sputtering followed by rapid thermal annealing (RTA),Ar/O2,"[110.0, 0.0, 4.0, 8.0, 12.0, 16.0, 20.0]",1.2,0.0005,25.0,"[106.0, 110.0, 115.0, 121.0, 125.0, 130.0]"
10.1007_s00339-024-07984-9,ZnO and Au/ZnO,Soda lime glass,Spray pyrolysis and Sputtering,Other,,70000.0,,550.0,70.0
10.1007_s00339-024-07993-8,Al-doped ZnO/Ag/WO3 (AZO/Ag/WO3),Polyethylene terephthalate (PET),Magnetron sputtering (Two-step magnetron sputtering for WO3),Ar/O2,"[80.0, 65.0, 100.0]",0.6,,25.0,60.0
10.1007_s00339-025-08323-2,Aluminum-doped zinc oxide (AZO),Borosilicate glass (Corning 2947) coated with Tin-doped Indium Oxide (ITO),RF magnetron sputtering,Ar,80.0,1.33,0.002,25.0,300.0
10.1007_s00339-025-08412-2,Nitrogen-doped zinc oxide (N: ZnO),Silicon (Si),RF magnetron sputtering,Ar/N2,110.0,650.0,,"[300.0, 400.0, 500.0, 600.0]",300.0
10.1007_s00339-025-08696-4,TiO2,Ti6Al4V,DC reactive magnetron sputtering,Ar/O2,250.0,,0.00399966,350.0,250.0
10.1007_s00339-025-08794-3,Indium Tin Oxide (ITO),Glass and silicon substrates,DC reactive magnetron sputtering,Ar/O2,300.0,0.36,2e-06,200.0,150.0
10.1007_s00339-025-08834-y,ZnO,"quartz, bare Si, and Au-coated Si",RF magnetron sputtering,Ar,60.0,,,"[700.0, 800.0]",
10.1007_s00339-025-08848-6,La0.6Sr0.4MnO3 (LSMO) and La0.6Ca0.4MnO3 (LCMO),(001)-oriented niobium-doped SrTiO3 (Nb:STO) and (110)-oriented NdGaO3 (NGO),RF magnetron sputtering,Ar/O2,,19.9983,,650.0,7.0
10.1007_s00339-025-09207-1,TiO2,glass,DC reactive magnetron sputtering,Ar/O2,50.0,1.3332199999999998,0.00066661,300.0,"[125.0, 300.0, 500.0]"
10.1007_s00339-025-09258-4,Zinc Oxide (ZnO),Soda-lime glass,RF sputtering,Ar,65.0,0.060000000000000005,0.00030000000000000003,"[25.0, 175.0, 325.0, 475.0, 350.0, 400.0, 450.0]",10.0
10.1007_s003390000598,Gold oxide (AuOx),"SrTiO3, sapphire, and Si",Unbalanced magnetron sputtering,Ar/O2,,,,,10.0
10.1007_s003390050727,Indium oxide (In2O3),Corning 7059 glass,Reactive DC magnetron sputtering,Ar/O2,,0.8,9.999999999999999e-06,,
10.1007_s003390051009,Indium oxide (InOx),Corning glass,dc magnetron sputtering,Ar/O2,,,,,500.0
10.1007_s003390051060,ZnO and ZnO-Al2O3,Intrinsic silicon (Si(100)) and quartz glass,dc magnetron sputtering,Ar/O2,25.0,13.0,,560.0,300.0
10.1007_s003390100740,Indium tin oxide (ITO),Glass and Si(100),Direct current (DC) magnetron sputtering,Ar,100.0,0.2266474,2.66644e-05,40.0,100.0
10.1007_s003390100833,"TiO2, ZnO, γ-Al2O3, Cu2O, Ag, Cu","Glass, quartz, Si wafers, LaAlO3, SrTiO3, and polished metals (copper, stainless steel)",Magnetron sputtering (DC and RF) and Pulsed Laser Deposition (PLD),Ar/O2,"[50.0, 50.0, 59.4]","[6.666099999999999e-201, 106.6576]",1333.22,-173.14999999999998,
10.1007_s003390100979,Antimony-doped tin oxide (SnO2:Sb),Polypropylene adipate (PPA),r.f. magnetron-sputtering,Ar/O2,100.0,1.0,,,360.0
10.1007_s003390201411,CeO2,(100) InP,Reactive r.f. magnetron sputtering,Ar/H2,100.0,"[3.33305, 1.33322]",,550.0,200.0
10.1007_s00396-008-1992-x,ZnO/PAA multilayered hybrid films,Glass substrates and silicon wafers,Radio frequency (RF) magnetron sputtering,Ar,"[100.0, 50.0]",1.0,,120.0,"[423.0, 622.0, 1426.0]"
10.1007_s00542-007-0473-3,Tin dioxide (SnO2),Oxidised silicon wafers,Reactive sputtering,Unknown,,,,700.0,60.0
10.1007_s00542-012-1532-y,Lead zirconate titanate (PZT),Silicon on insulator (SOI) wafer,Sputtering deposition,Ar/O2,,,,475.0,2600.0
10.1007_s00542-014-2277-6,ZnO,n-type Si <100>,RF sputtering,Ar/O2/N2,,2.0,0.00019999999999999998,,550.0
10.1007_s00542-014-2346-x,CdS (Cadmium Sulfide),n-type Si wafer,rf magnetron sputtering,Unknown,,,,25.0,10000.0
10.1007_s00542-018-4158-x,SnO2,p-type Silicon (100) with 1 μm thermal oxide,Reactive ion sputtering,Ar/O2,,0.399966,,300.0,100.0
10.1007_s00542-019-04453-9,ZnO/Mo/ZnO,Corning glass,RF magnetron sputtering,Unknown,,,0.799932,"[25.0, 450.0]",
10.1007_s00542-024-05688-x,"SiO2, Cr, and positive photoresist (AZ1512HS)",3-inch silicon {100} wafers,"Thermal oxidation, DC magnetron sputtering, and spin coating",Unknown,,,1333.22,"[1100.0, 450.0]",
10.1007_s10008-006-0138-7,La-Cr-O,Cr-containing stainless steel (SS446),RF-magnetron sputtering,Ar,500.0,,,800.0,
10.1007_s10008-010-1224-4,Tungsten oxide (WO3),Indium tin oxide (ITO) glass and Si <100>,Reactive DC magnetron sputtering,Ar/O2,84.0,0.45,0.005,25.0,350.0
10.1007_s10008-010-1228-0,Ag and Ag2O,Cu,RF magnetron sputtering,Ar/O2,20.0,0.4,,30.0,"[160.0, 440.0]"
10.1007_s10008-010-1238-y,Zr-Al alloys (up to 26 at.% aluminum) and zirconium,Flat glass substrates and aluminum substrates,DC magnetron sputtering,Unknown,,,,,200.0
10.1007_s10008-014-2653-2,Li 2-x MnO 3-y (LMO),"Platinized silicon, stainless steel (SS 304)",RF reactive magnetron sputtering,Unknown,"[75.0, 100.0, 125.0, 150.0]",,0.00011,"[25.0, 500.0]",300.0
10.1007_s10008-017-3736-7,Amorphous carbon,Fluorine-doped tin oxide (FTO) glass,DC magnetron sputtering,Ar,400.0,2.133152,,25.0,200.0
10.1007_s10008-018-4158-x,Co3O4,Stainless steel (SS316) foil,Reactive DC sputtering,O2,1.24,,9.999999999999999e-05,25.0,
10.1007_s10008-019-04312-7,"ZnO, Ca-doped ZnO (CZO), and Ga-doped ZnO (GZO)",Glass,RF magnetron sputtering,Ar,80.0,,6.000000000000001e-05,25.0,
10.1007_s10008-023-05766-6,ZnO (wurtzite),"F-doped SnO2 (FTO), indium-tin oxide (ITO), (100) Si/SiO2, Pure Si, amorphous SiO2, ZnO single crystal","Spray pyrolysis, pulsed reactive magnetron sputtering combined with radio frequency electron cyclotron wave resonance (ECWR) plasma",Ar/O2,200.0,0.3,,"[350.0, 300.0]","[35.0, 65.0, 75.0, 105.0, 110.0, 120.0]"
10.1007_s10008-023-05779-1,Gadolinia-doped ceria (GDC),"Porous metal (Cr-28 wt%, Fe)",Magnetron sputtering,Ar/O2,500.0,0.6,,,
10.1007_s10008-025-06256-7,Nickel hydroxide (NiO x H y) and tungsten oxide (WO3),Silicon (111) wafers and fluorine-doped tin oxide (FTO)-coated glass (G/FTO),Reactive direct current (DC) magnetron sputtering,Ar/O2/H2,10.0,5.1,,90.0,"[150.0, 200.0]"
10.1007_s10404-014-1456-1,Aluminum Nitride (AlN),4-inch (100)-oriented high-resistive silicon,Pulsed-DC reactive magnetron sputtering,Ar/N2,"[1200.0, 80.0]",0.2533118,1.3332200000000001e-06,400.0,4700.0
10.1007_s10570-018-1821-4,Silver (Ag),Graphene-coated cotton fabric,Magnetron sputtering,Ar,100.0,0.8,0.0005,,
10.1007_s10800-008-9662-8,Amorphous vanadium pentoxide (V2O5-y),p-type Si wafer and type 304 stainless steel,Reactive r.f.-sputtering,Ar/O2,2.0,1.3332199999999998,,,100.0
10.1007_s10800-009-9989-9,Manganese oxide,Graphite foil,Reactive RF magnetron sputtering,Ar/O2,80.0,3.99966,0.000933254,"[150.0, 300.0]",
10.1007_s10800-020-01494-1,Cu2ZnSnS4 (CZTS),Flexible Molybdenum (Mo) foil,"Electrodeposition-annealing, RF sputtering, DC-pulsed sputtering, Chemical bath deposition",N2,,,,550.0,"[70.0, 80.0, 350.0]"
10.1007_s10800-022-01718-6,Chromium oxide (Cr2O3),304 stainless steel and microscope glass slides,RF reactive magnetron sputtering,Ar/O2,300.0,,,,220.0
10.1007_s10825-012-0423-x,Gallium-doped zinc oxide (GZO),Glass,RF magnetron sputtering,Unknown,30.0,1.0999065,,25.0,
10.1007_s10825-021-01744-1,ZnO and Al-doped ZnO (AZO),Glass,RF magnetron sputtering,Ar,"[1500.0, 2500.0]",,,275.0,130.0
10.1007_s10832-006-5945-9,La 1-x Sr x CoO 3 (LSCO),"SiO2/CGO, Si/SixNy/CGO, YSZ single crystals, MgO, and blank Si",DC and RF sputtering,Unknown,,,,500.0,
10.1007_s10832-007-9108-4,Zinc oxide (ZnO),Au/Cr/Si3N4/p-type Si (100),Reactive radio frequency (RF) magnetron sputtering,Ar/O2,200.0,"[0.266644, 1.066576, 1.5998640000000002]",0.00066661,300.0,1300.0
10.1007_s10832-007-9111-9,Ba0.65Sr0.35TiO3 (BST),Fused quartz,RF magnetron sputtering,Ar/O2,120.0,3.9,1e-05,"[560.0, 600.0, 650.0]",
10.1007_s10832-007-9377-y,ZnO and 0.5 mol% Pd-added ZnO,SiO 2 /Si,rf magnetron sputtering,Ar,75.0,0.6666099999999999,,,
10.1007_s10832-007-9393-y,Sb-doped ZnO,Sapphire,RF magnetron sputtering,Ar/O2,80.0,1.3332199999999998,1333.22,800.0,100.0
10.1007_s10832-007-9409-7,ZnO,3 in. fused quartz wafers,RF magnetron sputtering,Unknown,,,,,"[14000.0, 70.0]"
10.1007_s10832-008-9423-4,Zinc titanate,Pt(150 nm)/Ti(10 nm)/SiO2(300 nm)/Si,RF magnetron sputtering,Unknown,,,,800.0,500.0
10.1007_s10832-008-9449-7,Europium-oxide,p-type Si (100),Radio-frequency magnetron sputtering,Ar,70.0,0.5866168,,"[25.0, 1000.0]",170.0
10.1007_s10832-008-9452-z,ITO and AZO,Glass (Corning 2948),Facing targets sputtering (FTS),Ar/O2,,0.1,,25.0,
10.1007_s10832-008-9466-6,Aluminium-doped Zinc oxide (ZnO:Al),Glass,Magnetron dc sputtering,Ar,60.0,,,280.0,
10.1007_s10832-008-9492-4,"Indium-tin oxide (ITO), Chromium",Stainless steel 304 and 316,"Sputtering (for ITO), E-beam method (for Metallic film)",Ar/O2,,"[1333.22, 0.00133322]",,,600.0
10.1007_s10832-008-9523-1,Aluminum doped zinc oxide (ZnO:Al),Polyimide and Corning 7059 glass,r.f. magnetron sputtering,Ar,125.0,,9.33e-05,25.0,200.0
10.1007_s10832-008-9530-2,In-doped zinc oxide (IZO),Corning 7059 glass,Asymmetrical bipolar pulsed DC magnetron sputtering,Ar,150.0,0.6666099999999999,0.000133322,500.0,10.0
10.1007_s10832-008-9532-0,hydrogenated Al-doped zinc oxide (AZO),glass (Corning Eagle 2000),rf magnetron sputtering,Ar/H2,50.0,0.399966,0.000133322,25.0,250.0
10.1007_s10832-008-9538-7,1% Ni-doped Ba0.6Sr0.4TiO3 (BST),Pt/Ti/SiO2/Si and glass,RF magnetron sputtering,Ar/O2,80.0,6.6661,,25.0,200.0
10.1007_s10832-008-9550-y,YSZ (8 mol% Y2O3-ZrO2),"Silicon with Al2O3 and/or SiO2 buffer layers, sapphire",RF sputtering,Ar/O2,200.0,1.599864,,575.0,900.0
10.1007_s10832-012-9726-3,ZnO co-doped with aluminium and fluorine (AZO:F),Glass (Corning 1373),RF magnetron sputtering,Ar,150.0,0.399966,1333.22,25.0,1710.0
10.1007_s10832-013-9788-x,Zn0.9-x V0.1 Alx O,Soda lime glass,RF magnetron sputtering,Ar,40.0,,6.000000000000001e-05,25.0,"[311.6, 347.4, 320.0]"
10.1007_s10832-013-9849-1,Bi2O3-ZnO-Nb2O5 (BZN) pyrochlore,"Pt(111)/TiO2/SiO2/Si (1,500 Å/ 200 Å/3,000 Å/550 μm)",RF sputtering,Ar/O2,150.0,,,500.0,300.0
10.1007_s10832-013-9876-y,amorphous Hf-In-Zn-O (a-HIZO),4-inch glass substrate,DC and RF magnetron sputtering,Ar/O2,"[80.0, 150.0]",0.6666099999999999,,25.0,40.0
10.1007_s10832-014-9911-7,ZnO,IDEs/AlN/Si,"RF magnetron sputtering, sol-gel method, and hydrothermal method",Unknown,,,,"[25.0, 100.0, 200.0]",1000.0
10.1007_s10832-014-9977-2,Niobium (Nb),Fluorine-doped tin oxide (FTO) glass,RF magnetron sputtering,Ar,50.0,1.3332199999999998,8.665929999999999e-05,25.0,3.0
10.1007_s10832-014-9978-1,GeGaInOx (GGIO),thermal SiO2 (100 nm)/Silicon (heavily doped),radio frequency (RF) sputtering,Ar/O2,75.0,,,,50.0
10.1007_s10832-015-0006-x,Indium doped zinc oxide (IZO),p-type porous silicon (PS),rf-magnetron sputtering,Ar,,,,25.0,400.0
10.1007_s10832-015-0011-0,Glass doped TiO2 (GTO),Glass (Corning 1373),RF magnetron sputtering,Ar,120.0,,1333.22,25.0,20.0
10.1007_s10832-017-0067-0,NiO,Pt/Ta/glass,Radio frequency (RF) sputtering,Unknown,100.0,1.3332199999999998,,400.0,
10.1007_s10832-017-0105-y,Zinc oxide (ZnO),Silicon (100),RF magnetron sputtering,Unknown,200.0,0.6666099999999999,,24.0,32.5
10.1007_s10832-021-00234-x,Cu-doped Cu2O,Borosilicate glass (Corning 7740),RF magnetron sputtering,Ar/N2,50.0,,1333.22,25.0,15.0
10.1007_s10832-021-00235-w,La 0.6 Sr 0.4 CoO 3 (LSC),"Silicon wafers, GDC disks, and anode-supported half-cells with YSZ/GDC electrolyte",Pulsed mid-frequency magnetron sputtering,Ar/O2,200.0,"[0.8, 1.1]",0.01,25.0,600.0
10.1007_s10832-024-00348-y,Indium-doped tin oxide (ITO),0.5 mm boro-float substrates (BFS),Radio frequency (RF) sputtering,Unknown,,,,300.0,90.0
10.1007_s10853-005-0660-5,Indium-tungsten-oxide (IWO),Fused silica glass,dc magnetron sputtering,Ar/O2,160.0,0.6,0.0002,25.0,350.0
10.1007_s10853-006-0271-9,Cu2O-NiO multicomponent oxide,OA-2 glass,r.f. magnetron sputtering,Ar/O2,80.0,2.0,,200.0,100.0
10.1007_s10853-006-0372-5,ZnO,"glass, Si (100), SiO 2 (1 lm)/Si, p + (4 lm)-Si, Au(250 nm)/Cr(50 nm)/SiO 2 (1 lm)/Si, Cu(300 nm)/Si, Al(400 nm)/Si, Pt (150 nm)/Ti(30 nm)/SiO 2 (1 lm)/Si",RF magnetron sputtering,Ar/O2,100.0,1.3332199999999998,0.0013332200000000002,"[110.0, 200.0, 300.0]",1000.0
10.1007_s10853-006-0738-8,Ga-doped ZnO (GZO),(002) sapphire and glass,rf magnetron sputtering,Ar/O2,80.0,1333.22,1333.22,25.0,300.0
10.1007_s10853-006-0841-x,Zinc oxide (ZnO),Silicon and fused quartz,Sol-gel spin coating and RF sputtering,Ar,300.0,0.6666099999999999,,150.0,80.0
10.1007_s10853-006-0844-7,Ti-doped indium oxide (ITiO),Quartz glass substrate or fused silica glass substrate,d.c. magnetron sputtering,Ar/O2,0.88,0.6,0.0002,25.0,
10.1007_s10853-006-1153-x,Nickel oxide (NiO),glass and Si,direct current (DC) sputtering,Ar/O2,,20.0,1000.0,350.0,700.0
10.1007_s10853-007-2379-y,AZO/Al/ZnO multilayer film,Alkali-free glass,RF magnetron sputtering,Ar/O2,"[150.0, 70.0]",,9.999999999999999e-06,25.0,"[200.0, 50.0, 0.0]"
10.1007_s10853-010-4517-1,Indium tin oxide (ITO),(100) Si substrate,RF magnetron sputtering,Ar/O2,75.0,,0.00066661,25.0,
10.1007_s10853-010-4561-x,Ga-N co-doped ZnO,F-doped tin-oxide (FTO) coated glass,Radio-frequency (RF) magnetron sputtering,O2/N2,100.0,2.66644,0.007865997999999999,500.0,500.0
10.1007_s10853-010-4612-3,NbN,Glass,rf magnetron sputtering,Ar/N2,300.0,0.7000000000000001,0.0002,299.85,
10.1007_s10853-011-5642-1,IrO2,TiO2/Ti/SiO2/Si,DC reactive sputtering,Ar/O2,,1.3332199999999998,,600.0,200.0
10.1007_s10853-011-6098-z,W-Mo thin films,Cover glass and silicon oxide (SiOx) film-coated Si wafer,DC magnetron sputtering,Ar,,0.4,,349.85,500.0
10.1007_s10853-012-6763-x,Amorphous TaNx,"n-type Si (100) wafers, SiO2",Reactive quasi-DC magnetron sputtering,Unknown,,,2.66644e-05,,"[14.0, 62.0, 10.0, 336.0]"
10.1007_s10853-012-7116-5,CuO/CuFe2O4,Glass,Radio-frequency sputtering,Ar,,,,450.0,300.0
10.1007_s10853-012-7123-6,Copper/iron oxide nanocomposite,Glass,Radio-frequency (RF) sputtering,Ar,200.0,,,,300.0
10.1007_s10853-013-7876-6,"HfO2, SrHfON",P-type Si (100),Magnetron sputtering,Ar/O2/N2,70.0,0.3,0.0001,,
10.1007_s10853-014-8349-2,Pure and 5 % Fe-doped ZnO,Al2O3 (001),RF magnetron sputtering,Ar,100.0,3.0,9.999999999999999e-05,25.0,
10.1007_s10853-014-8695-0,Cu2-2xZnxO,Corning Eagle 2000 glass,Combinatorial RF magnetron sputtering,Ar,"[50.0, 20.0]",2.6664399999999997,,100.0,
10.1007_s10853-015-9038-5,Aluminum-doped zinc oxide (AZO),Copper (Cu) foils,Radio frequency (RF) magnetron sputtering,Ar,100.0,0.28,,450.0,500.0
10.1007_s10853-016-0010-9,SnO2:Sb (ATO) and ZnO:Al (AZO),Glass,Sputtering,Ar/O2,1.6,,,25.0,900.0
10.1007_s10853-016-0131-1,Iridium (Ir) and Titanium (Ti),SiO2/Si (Silicon with ~1.5 nm native oxide),DC magnetron sputtering,Ar,"[4.0, 1.0]",0.66,,"[25.0, 200.0, 400.0, 700.0]","[10.0, 200.0, 60.0]"
10.1007_s10853-016-0487-2,Indium oxide,Si(111) wafers,Reactive DC magnetron sputtering,Ar/O2,60.0,,,300.0,100.0
10.1007_s10853-017-1228-x,"Mo, W, Re, Nb, Ta",Al2O3/SiO2/Si,DC magnetron sputtering,Ar/N2/H2,,93325.40000000001,1333.22,750.0,1.0
10.1007_s10853-017-1409-7,ZnO,Corning 1737 glass,RF magnetron sputtering,Ar,100.0,0.6666099999999999,0.0001133237,25.0,"[100.0, 500.0]"
10.1007_s10853-018-2430-1,Cu-doped NiO (NiO:Cu),n-type Si and glass (Schott AF 32 @ eco),RF magnetron sputtering,Ar,120.0,0.8,0.0002,300.0,100.0
10.1007_s10853-018-2692-7,GO/NiO (Graphene oxide/nickel oxide),Glass,Spin coating followed by DC/RF sputtering,O2,200.0,,0.0001199898,25.0,
10.1007_s10853-019-03343-9,"Copper-doped zinc oxide (Cu-ZnO), Cu-ZnO@GO, and Cu-ZnO@rGO",Glass slides,DC/RF sputtering,Unknown,"[200.0, 30.0]",0.03999660000000001,0.011998980000000001,,
10.1007_s10853-019-03376-0,AZO/Ag/AZO (Al-doped ZnO/Silver/Al-doped ZnO),Polyethylene terephthalate (PET),RF magnetron sputtering (for AZO layers) and DC magnetron sputtering (for Ag layer),Ar,"[220.0, 100.0]",0.399966,1.3332200000000001e-06,200.0,"[50.0, 2.5, 3.3, 5.0]"
10.1007_s10853-019-03663-w,Ti-doped Ga2O3 (GTO),Silicon (Si) (100),Co-sputtering,Unknown,"[100.0, 0.0]",,0.00133322,500.0,190.0
10.1007_s10853-019-03685-4,La2O3,Si (100) and a-IGZO TFTs,Reactive RF magnetron sputtering,Ar/O2,40.0,1.3332199999999998,0.0066661,25.0,20.0
10.1007_s10853-020-04766-5,"Iridium oxide (IrOx), Platinum (Pt)","Pb(Zr 0.52 Ti 0.48)O3 (PZT) thin films on Pt/TiO2/SiO2/Si wafers, or bare Silicon",Reactive DC sputter-deposition,Ar/O2,"[1000.0, 500.0]",,,500.0,10.0
10.1007_s10853-020-04917-8,Fe,Amorphous holey carbon films on TEM copper grids,Glow discharge sputter coating,Ar,,,0.0004,25.0,1.0
10.1007_s10853-020-05028-0,V2O3,silica,RF-reactive sputtering,Ar/O2,50.0,1000.0,,599.85,"[300.0, 100.0]"
10.1007_s10853-020-05282-2,TiO2/Co thin films,glass soda lime-type,DC magnetron co-sputtering,Unknown,"[120.0, 25.0]",3.33305,,"[19.850000000000023, 199.85000000000002]",
10.1007_s10853-020-05321-y,Tungsten oxide (WOx),K Glass coated with fluorine-doped tin oxide (FTO),Ion-beam sputter deposition (IBSD),Ar/O2/H2,220.0,,,"[25.0, 400.0]",
10.1007_s10853-020-05337-4,BaTiO3,"Si, SiO2, MgO",Reactive magnetron sputter deposition,Ar/O2,"[10.0, 14.0]",,,"[100.0, 400.0, 500.0, 600.0]",
10.1007_s10853-022-07408-0,Tantalum vanadium oxide (TaVOx),Fluorine-doped tin oxide (FTO) coated K-Glass,Reactive radio-frequency (rf) magnetron sputtering,Ar/O2,1.2,,9.999999999999999e-05,,75.0
10.1007_s10853-023-08236-6,Pt/N-doped ITO and Pt/ITO,Al2O3 (high-purity alumina ceramic),Radio frequency (RF) reactive magnetron sputtering,Ar/N2,,,,25.0,1000.0
10.1007_s10853-023-08717-8,"Ti(O,N)",Si(100) and c-plane sapphire,RF magnetron reactive sputtering,Ar/O2/N2,100.0,0.38,3e-07,500.0,55.0
10.1007_s10853-024-09439-1,"Polycrystalline NiO (NiO, NiO 0.97, NiO 0.94)",Pt/Ta/SiO2/Si,RF magnetron sputtering,O2,,2.6664399999999997,1333.22,500.0,50.0
10.1007_s10853-024-09801-3,Mg-doped zinc oxide (MZO) and Aluminium doped MZO (AMZO),Borosilicate glass,RF magnetron sputtering and DC magnetron co-sputtering,Ar,"[50.0, 20.0]",1.99983,,25.0,75.92
10.1007_s10853-024-10204-7,NiO,Alumina,RF magnetron sputtering,Ar,,,,,"[25.0, 52.0, 76.0]"
10.1007_s10853-024-10221-6,Na1+xZr2SixP3-xO12 (NASICON),single crystal Al2O3 (0001) wafers,Non-reactive magnetron co-sputtering,Ar,"[40.0, 26.0, 7.0]",2.0,1.1000000000000001e-05,25.0,500.0
10.1007_s10853-025-11137-5,"Tantalum, Niobium, and Molybdenum oxides (TaNbMoO)",Ti,Reactive DC magnetron sputtering (Combinatorial and co-sputtering),Ar/O2,"[100.0, 190.0, 100.0]",0.7000000000000001,0.00019999999999999998,200.0,1640000.0
10.1007_s10854-006-0007-2,Copper aluminum oxide (CuAlO2),Glass,DC reactive magnetron sputtering,Ar/O2,,,0.0005,249.85000000000002,120.0
10.1007_s10854-006-9032-4,Ruthenium oxide (RuO2),"glass, quartz, Si and Si/SiO2",rf-magnetron sputtering,Ar,100.0,1.2,0.00035,25.0,700.0
10.1007_s10854-006-9039-x,Aluminum-doped zinc oxide (AZO),Corning 1737 glass,DC magnetron sputtering,Ar,40.0,0.6666099999999999,2.6664399999999996e-07,25.0,
10.1007_s10854-006-9040-4,Ga-doped ZnO (ZnO:Ga),(002) sapphire and glass,rf magnetron sputtering,Ar/O2,80.0,1333.22,1333.22,200.0,
10.1007_s10854-006-9111-6,HfO2,p-type Si (100),RF sputtering,Ar,,0.799932,0.00015998639999999998,,15.0
10.1007_s10854-007-9273-x,ZnO,lime-glass,RF magnetron sputtering,Ar,"[30.0, 200.0, 500.0]",0.3,0.00030000000000000003,580.0,150.0
10.1007_s10854-007-9375-5,Al-doped ZnO (ZnO:Al),Corning glass #1737,D.C. magnetron sputtering,Ar,,0.133322,,150.0,100.0
10.1007_s10854-007-9415-1,Zinc Oxide (ZnO),"Si, SiO2/Si, Au/Ti/Si, and Au/Ti/SiO2/Si",RF magnetron sputtering,Ar/O2,"[100.0, 300.0]",2.266474,,"[100.0, 400.0]",
10.1007_s10854-007-9489-9,Al-doped ZnO (AZO),Glass slide,Nonreactive DC magnetron sputtering,Ar,,,,25.0,
10.1007_s10854-008-9607-3,Zn 1-x Co x O:Al,(001) sapphire (a-Al2O3),RF and DC magnetron sputtering,Ar,"[150.0, 30.0, 3.0]",0.6666099999999999,1.33322e-05,500.0,200.0
10.1007_s10854-008-9712-3,ZnO:Al,1737F Corning glass substrate,R.F. magnetron sputtering,Ar,50.0,,0.001066576,25.0,52.0
10.1007_s10854-008-9727-9,Compositionally graded Ba 1-x Sr x TiO 3 (BST),Fused quartz and Pt/Ti/SiO 2 /Si,RF magnetron sputtering,Ar/O2,100.0,4.0,0.0004,600.0,600.0
10.1007_s10854-008-9820-0,Bi doped ZnO,glass,rf magnetron sputtering,Ar,110.0,1.6,8e-05,"[25.0, 400.0]",
10.1007_s10854-009-9865-8,Al-doped ZnO (AZO),Glass slide,Nonreactive DC magnetron sputtering,Unknown,120.0,,10.0,"[25.0, 250.0]",
10.1007_s10854-009-9867-6,Molybdenum oxide (MoO3),Glass and crystalline silicon (111),DC reactive magnetron sputtering,Ar/O2,2.3,4.0,0.0005,249.85000000000002,400.0
10.1007_s10854-009-9874-7,ZnO,Corning glass and SiO2/Si,Ion beam sputtering,Ar,,0.0048,9e-05,25.0,
10.1007_s10854-009-9919-y,Barium-strontium-zinc niobate (BSZN),Single-crystal SiO 2 (110),RF magnetron sputtering,Ar/O2,200.0,0.25,0.001,610.0,2970.0
10.1007_s10854-009-9932-1,Indium tin oxide (ITO),soda lime glasses,DC magnetron sputtering,Ar/O2,13.0,0.999915,,400.0,
10.1007_s10854-009-9975-3,ZnO,Glass,rf magnetron sputtering,Ar/O2,100.0,0.7,0.0006000000000000001,25.0,100.0
